,JID#,SERIES,SHOT,SHOT_CODE,YEAR,MON,DAY,TIME,SITE,LAT,LON,HOLE,HOB,GZALT,TYPE,PUR,YD-MN,YD-MX,YIELD,MAG,DEVICE,WARHEAD,SPONSOR,NATION,UNIX_TIME,GTUNE_ID
155,US101,Plumbbob,Stokes,,1957,AUG,7,12:25:00.2,NTS-YF,37.0867,-116.0236, B7b,460,,A-B,WR,19,,19,,, XW-30,LANL,US,-391347299.8,195708071225
156,US102,Plumbbob,Saturn,,1957,AUG,10,00:59:55.1,NTS-RM,37.1939,-116.0333, U12c.02,-39.01,,UG-T,SE,0,,0,,, XW-45X1,LLNL,US,-391129204.9,195708100059
157,US103,Plumbbob,Shasta,,1957,AUG,18,12:00:00.0,NTS-YF,37.128,-116.1064, 2a,150,,AS-T,WR,17,,17,,,,LLNL,US,-390398400.0,195708181200
158,USSR44,1957,41,,1957,AUG,22,06:30:00,STS,50,78.0,,1880,,A,WR,520,,520,,,,,USSR,-390072600.0,195708220630
159,US104,Plumbbob,Doppler,,1957,AUG,23,12:30:00.1,NTS-YF,37.0867,-116.0236, B7b,460,,A-B,WR,11,,11,,, XW-34?,LANL,US,-389964599.9,195708231230
160,USSR45,1957,42,,1957,AUG,26,00:00:00,STS,50,78.0,,410,,A,SE,0.1,,0.1,,,,,USSR,-389750400.0,195708260000
161,US105,Plumbbob,Pascal-B,,1957,AUG,27,22:35:00.0,NTS-YF,37.0491,-116.034, U3d,-150,1201,UG-S,SE,0,20,0.01,,,,LANL,US,-389582700.0,195708272235
162,US106,Plumbbob,Franklin Prime,,1957,AUG,30,12:39:59.9,NTS-YF,37.0867,-116.0236, B7b,230,,A-B,WR,4.7,,4.7,,, XW-30?,LANL,US,-389359200.1,195708301239
163,US107,Plumbbob,Smoky,,1957,AUG,31,12:30:00.0,NTS-YF,37.1872,-116.0678, T2c,210,1365,AS-T,WR,44,,44,,, TX-41 pr,LLNL,US,-389273400.0,195708311230
164,US108,Plumbbob,Galileo,,1957,SEP,2,12:40:00.0,NTS-YF,37.0531,-116.1025, T1,150,,AS-T,WR,11,,11,,,,LANL,US,-389100000.0,195709021240
165,US109,Plumbbob,Wheeler,,1957,SEP,6,12:45:00.0,NTS-YF,37.1347,-116.0408, B9a,150,,A-B,WR,0.197,,0.197,,, XW-51?,LLNL,US,-388754100.0,195709061245
166,US110,Plumbbob,Coulomb-B,,1957,SEP,6,20:05:00.6,NTS-YF,37.043,-116.026, S3g,0,,AS,SE,0.3,,0.3,,, XW-31,LANL,US,-388727699.4,195709062005
167,USSR46,1957,43,,1957,SEP,7,08:00:01,NZ-CB,70.69,54.8,,15,,AS-T,FS,32,,32,,,,,USSR,-388684799.0,195709070800
168,US111,Plumbbob,Laplace,,1957,SEP,8,12:59:59.8,NTS-YF,37.0867,-116.0236, B7b,230,,A-B,WR,1,,1,,,,LANL,US,-388580400.2,195709081259
169,USSR47,1957,44,,1957,SEP,13,00:00:00,STS,50,78.0,,780,,A,WR,5.9,,5.9,,,,,USSR,-388195200.0,195709130000
170,UK13,Antler,Antler Round 1/Tadje,,1957,SEP,14,05:05:00,SAU-MR -,29.8898,131.6467,,31,180,AS-T,WR?,1,0,0.93,,,,,UK,-388090500.0,195709140505
171,US112,Plumbbob,Fizeau,,1957,SEP,14,16:44:59.8,NTS-YF,37.0336,-116.0314, T3b,150,,AS-T,WR,11,,11,,, XW-34?,LANL,US,-388048500.2,195709141644
172,US113,Plumbbob,Newton,,1957,SEP,16,12:49:59.9,NTS-YF,37.0867,-116.0236, B7a,460,,A-B,WR,12,,12,,, XW-31,LANL,US,-387889800.1,195709161249
173,US114,Plumbbob,Rainier,,1957,SEP,19,16:59:59.45,NTS-RM,37.1958,-116.2031, U12b,-272.8,H,UG-T,WR,1.7,,1.7,,, W25,LLNL,US,-387615600.55,195709191659
174,US115,Plumbbob,Whitney,,1957,SEP,23,12:29:59.8,NTS-YF,37.1383,-116.1175, T2,150,,AS-T,WR,19,,19,,, W27 pr,LLNL,US,-387286200.2,195709231229
175,USSR48,1957,45,,1957,SEP,24,09:00:00,NZ-MB,73,55.0,,2000,,A-AD,WR,1600,,1600,,,,,USSR,-387212400.0,195709240900
176,UK14,Antler,Antler Round 2/Biak,,1957,SEP,25,00:30:00,SAU-MR -,29.8926,131.6176,,31,180,AS-T,WR?,6,,6,,,,,UK,-387156600.0,195709250030
177,USSR49,1957,46,,1957,SEP,26,05:00:00,STS,50,78.0,,2000,,A,WR,13,,13,,,,,USSR,-387054000.0,195709260500
178,US116,Plumbbob,Charleston,,1957,SEP,28,12:59:59.9,NTS-YF,37.1347,-116.0408, B9a,460,,A-B,WR,12,,12,,,,LLNL,US,-386852400.1,195709281259
179,USSR50,1957,47,,1957,OCT,6,09:00:00,NZ-MB,73,55.0,,2120,,A,WR,2900,,2900,,,,,USSR,-386175600.0,195710060900
180,US117,Plumbbob,Morgan,,1957,OCT,7,13:00:00.1,NTS-YF,37.1347,-116.0408, B9a,150,,A-B,WR,8,,8,,, XW-45X1,LLNL,US,-386074799.9,195710071300
181,UK15,Antler,Antler Round 3/Taranaki,,1957,OCT,9,06:45:00,SAU-MR -,29.8948,131.5916,,300,180,A-B,WR?,25,2,26.6,,,,,UK,-385924500.0,195710090645
182,USSR51,1957,48,,1957,OCT,10,06:54:32,NZ-CB,70.7,54.56,,-30,-60,UW-AS,WE,10,,6,,,,KB-11,USSR,-385837528.0,195710100654
183,UK16,Grapple X,Grapple X/Round C,,1957,NOV,8,17:47:00,LI-CH,1.67,-157.25,,2250,,A-AD,WR,1800,,1800,,,,,UK,-383292780.0,195711081747
184,US118,Project 58,Pascal-C,,1957,DEC,6,20:15:00.0,NTS-YF,37.0499,-116.0309, U3e,-80,1202,UG-S,SE,0,20,0.01,,, XW-42?,LANL,US,-380864700.0,195712062015
185,US119,Project 58,Coulomb-C,,1957,DEC,9,20:00,NTS-YF,37.04,-116.03, S3i,0,,AS,SE,0.5,,0.5,,,,LANL,US,-380606400.0,195712092000
186,USSR52,1957,49,,1957,DEC,28,00:00:00,STS,50,78.0,,615,,A,WR,12,,12,,,,,USSR,-379036800.0,195712280000
187,USSR53,1958,50,,1958,JAN,4,00:00:00,STS,50,78.0,,400,,A,WR,1.3,,1.3,,,,,USSR,-378432000.0,195801040000
188,USSR54,1958,51,,1958,JAN,17,00:00:00,STS,50,78.0,,500,,A,WR,0.5,,0.5,,,,,USSR,-377308800.0,195801170000
189,US120,Project 58A,Venus,,1958,FEB,22,01:00:00,NTS-RM,37.113,-116.115, U12d.01,-30.48,,UG-T,SE,0 0,0.001,0.0005,,, XW-47 pr?,LLNL,US,-374194800.0,195802220100
190,USSR55,1958,52,,1958,FEB,23,00:00:00,NZ,73,55.0,,2500,,A,WR,860,,860,,,,KB-11?,USSR,-374112000.0,195802230000
191,USSR56,1958,53,,1958,FEB,27,07:59:00,NZ,73,55.0,,2500,,A,WR,250,,250,,,,,USSR,-373737660.0,195802270759
192,USSR57,1958,54,,1958,FEB,27,10:24:00,NZ,73,55.0,,,,A,WR,1500,,1500,,,,Ch-70?,USSR,-373728960.0,195802271024
193,USSR58,1958,55,,1958,MAR,13,00:00:00,STS,50,78.0,,475,,A,WR,1.2,,1.2,,,,,USSR,-372556800.0,195803130000
194,USSR59,1958,,X,1958,MAR,13,00:00:00,STS,50,78.0,,,,A,,,,0,,,,,USSR,-372556800.0,195803130000
195,USSR60,1958,56,,1958,MAR,14,00:00:00,STS,50,78.0,,1030,,A,WR,35,,35,,,,,USSR,-372470400.0,195803140000
196,USSR61,1958,57,,1958,MAR,14,00:00:00,NZ,73,55.0,,,,A,FS,40,,40,,,,,USSR,-372470400.0,195803140000
197,US121,Project 58A,Uranus,,1958,MAR,14,22:00:00,NTS-RM,37.113,-116.115, U12c.01,-34.75,,UG-T,SE,0 0,0.001,0.0005,,, XW-48,LLNL,US,-372391200.0,195803142200
198,USSR62,1958,58,,1958,MAR,15,00:00:00,STS,50,78.0,,965,,A,WR,14,,14,,,,,USSR,-372384000.0,195803150000
199,USSR63,1958,,X,1958,MAR,15,00:00:00,STS,50,78.0,,,,A,,,,0,,,,,USSR,-372384000.0,195803150000
200,USSR64,1958,59,,1958,MAR,18,00:00:00,STS,50,78.0,,290,,A,FS,0.16,,0.16,,,,,USSR,-372124800.0,195803180000
201,USSR65,1958,60,,1958,MAR,20,00:00:00,STS,50,78.0,,1015,,A,WR,12,,12,,,,,USSR,-371952000.0,195803200000
202,USSR66,1958,61,,1958,MAR,21,00:00:00,NZ,73,55.0,,2500,,A,WR,650,,650,,,,,USSR,-371865600.0,195803210000
203,USSR67,1958,62,,1958,MAR,22,00:00:00,STS,50,78.0,,1415,,A,WR,18,,18,,,,,USSR,-371779200.0,195803220000
204,US122,Hardtack I,Yucca,,1958,APR,28,02:40:00.3,-PAC,12.6167,168.025,,26210,,A-B,WE,1.7,,1.7,,, W25,LANL,US,-368572799.7,195804280240
205,UK17,Grapple Y,Grapple Y,,1958,APR,28,19:05:00,LI-CH,1.67,-157.25,,2350,,A-AD,WR,3000,2,3000,,,,,UK,-368513700.0,195804281905
206,US123,Hardtack I,Cactus,,1958,MAY,5,18:15:00.1,EN,11.5564,162.3542,,1,,AS,WR,18,,18,,, Mk-43 pr,LANL,US,-367911899.9,195805051815
207,US124,Hardtack I,Fir,,1958,MAY,11,17:50:00.1,BK,11.6908,165.2736,,3,,AW-BG,WR,1360,,1360,,,,LLNL,US,-367394999.9,195805111750
208,US125,Hardtack I,Butternut,,1958,MAY,11,18:15:00.1,EN,11.5411,162.3506,,3,,AW-BG,WR,81,,81,,, TX-46 pr?,LANL,US,-367393499.9,195805111815
209,US126,Hardtack I,Koa,,1958,MAY,12,18:30:00.1,EN,11.675,162.2056,,0.81,,AS,WR,1370,,1370,,, XW-35,LANL,US,-367306199.9,195805121830
210,US127,Hardtack I,Wahoo,,1958,MAY,16,01:30:00.5,EN,11.3447,162.1789,,-150,,UW,WE,9,,9,,, Mk-7,LANL,US,-367021799.5,195805160130
211,US128,Hardtack I,Holly,,1958,MAY,20,18:30:00.1,EN,11.5439,162.3561,,4,,AW-BG,WR,5.9,,5.9,,, XW-31Y3,LANL,US,-366614999.9,195805201830
212,US129,Hardtack I,Nutmeg,,1958,MAY,21,21:20:00.2,BK,11.4961,165.3708,,3,,AW-BG,WR,25.1,,25.1,,, XW-47?,LLNL,US,-366518399.8,195805212120
213,US130,Hardtack I,Yellowwood,,1958,MAY,26,02:00:00.1,EN,11.6603,162.2253,,3,,AW-BG,WR,330,,330,,, TX-46,LANL,US,-366155999.9,195805260200
214,US131,Hardtack I,Magnolia,,1958,MAY,26,18:00:00.1,EN,11.5428,162.3539,,4,,AW-BG,WR,57,,57,,,,LANL,US,-366098399.9,195805261800
215,US132,Hardtack I,Tobacco,,1958,MAY,30,02:15:00.2,EN,11.6633,162.23,,2.7,,AW-BG,WR,11.6,,11.6,,, XW-50,LANL,US,-365809499.8,195805300215
216,US133,Hardtack I,Sycamore,,1958,MAY,31,03:00:00.1,BK,11.6908,165.2736,,3,,AW-BG,WR,92,,92,,, TX-41,LLNL,US,-365720399.9,195805310300
217,US134,Hardtack I,Rose,,1958,JUN,2,18:45:00.1,EN,11.5411,162.3517,,4.5,,AW-BG,WR,15,,15,,, XW-49 pr?,LANL,US,-365490899.9,195806021845
218,US135,Hardtack I,Umbrella,,1958,JUN,8,18:15:00.2,EN,11.3808,162.2192,,-50,,UW,WE,8,,8,,, Mk-7,LANL,US,-364974299.8,195806081815
219,US136,Hardtack I,Maple,,1958,JUN,10,17:30:00.1,BK,11.6872,165.415,,3,,AW-BG,WR,213,,213,,,,LLNL,US,-364804199.9,195806101730
220,US137,Hardtack I,Aspen,,1958,JUN,14,17:30:00.1,BK,11.6908,165.2733,,3,,AW-BG,WR,319,,319,,, XW-47?,LLNL,US,-364458599.9,195806141730
221,US138,Hardtack I,Walnut,,1958,JUN,14,18:30:00.1,EN,11.6603,162.2253,,2,,AW-BG,WR,1450,,1450,,,,LANL,US,-364454999.9,195806141830
222,US139,Hardtack I,Linden,,1958,JUN,18,03:00:00.1,EN,11.5442,162.3564,,2.5,,AW-BG,WR,11,,11,,, XW-50 pr?,LANL,US,-364165199.9,195806180300
223,US140,Hardtack I,Redwood,,1958,JUN,27,17:30:00.1,BK,11.6872,165.415,,3,,AW-BG,WR,412,,412,,, XW-47?,LLNL,US,-363335399.9,195806271730
224,US141,Hardtack I,Elder,,1958,JUN,27,18:30:00.1,EN,11.6633,162.23,,2.7,,AW-BG,WR,880,,880,,, TX-43,LANL,US,-363331799.9,195806271830
225,US142,Hardtack I,Oak,,1958,JUN,28,19:30:00.1,EN,11.6078,162.1078,,1.8,,AW-BG,WR,8900,,8900,,, TX-46/53,LANL,US,-363241799.9,195806281930
226,US143,Hardtack I,Hickory,,1958,JUN,29,00:00:00.1,BK,11.4961,162.3708,,3,,AW-BG,WR,14,,14,,, XW-47 pr?,LLNL,US,-363225599.9,195806290000
227,US144,Hardtack I,Sequoia,,1958,JUL,1,18:30:00.1,EN,11.5442,162.3564,,2,,AW-BG,WR,5.2,,5.2,,,,LANL,US,-362986199.9,195807011830
228,US145,Hardtack I,Cedar,,1958,JUL,2,17:30:00.1,BK,11.6908,165.2736,,3.4,,AW-BG,WR,220,,220,,,,LLNL,US,-362903399.9,195807021730
229,US146,Hardtack I,Dogwood,,1958,JUL,5,18:30:00.2,EN,11.6633,162.23,,3,,AW-BG,WR,397,,397,,, XW-47?,LLNL,US,-362640599.8,195807051830
230,US147,Hardtack I,Poplar,,1958,JUL,12,03:30:00.1,BK,11.6881,165.2644,,3,,AW-BG,WR,9300,,9300,,, TX-41,LLNL,US,-362089799.9,195807120330
231,US148,Hardtack I,Scaevola,,1958,JUL,14,04:00,EN,11.55,162.36,,6,,AW-BG,SE,0,,0,,, XW-34,LANL,US,-361915200.0,195807140400
232,US149,Hardtack I,Pisonia,,1958,JUL,17,23:00,EN,11.55,162.31,,2,,AW-BG,WR,255,,255,,, XW-50?,LANL,US,-361587600.0,195807172300
233,US150,Hardtack I,Juniper,,1958,JUL,22,04:20:00.1,BK,11.4961,165.3708,,3,,AW-BG,WR,65,,65,,, XW-47 pr?,LLNL,US,-361222799.9,195807220420
234,US151,Hardtack I,Olive,,1958,JUL,22,20:30:00.2,EN,11.6633,162.23,,3,,AW-BG,WR,202,,202,,,,LLNL,US,-361164599.8,195807222030
235,US152,Hardtack I,Pine,,1958,JUL,26,20:30:00.2,EN,11.6561,162.2197,,3,,AW-BG,WR,2000,,2000,,, TX-41,LLNL,US,-360818999.8,195807262030
236,US153,Newsreel,Teak,,1958,AUG,1,10:50:05.6,JO,16.7439,-169.5333,,76800,,AH-R,WE,3800,,3800,,, W39,LANL,US,-360335394.4,195808011050
237,US154,Hardtack I,Quince,,1958,AUG,6,02:15,EN,11.55,162.36,,1,,AS,WR,0,,0,,, XW-51?,LLNL,US,-359934300.0,195808060215
238,US155,Newsreel,Orange,,1958,AUG,12,10:30:08.6,JO,16.3583,-169.5356,,43000,,AH-R,WE,3800,,3800,,, W39,LANL,US,-359386191.4,195808121030
239,US156,Hardtack I,Fig,,1958,AUG,18,04:00,EN,11.55,162.36,,0.5,,AS,WR,0.02,,0.02,,, XW-51?,LLNL,US,-358891200.0,195808180400
240,UK18,Grapple Z,Grapple Z/Pennant 2,,1958,AUG,22,18:00:00,LI-CH,1.67,-157.25,,450,,A-B,WR,24,,24,,,,,UK,-358495200.0,195808221800
241,US157,Argus,Argus I,,1958,AUG,27,02:28,-SATL-,38.5,-11.5,,200000,,AX-R,WE,1,2,1.5,,, W25,LANL,US,-358119120.0,195808270228
242,US158,Argus,Argus II,,1958,AUG,30,03:18,-SATL-,49.5,-8.2,,240000,,AX-R,WE,1,2,1.5,,, W25,LANL,US,-357856920.0,195808300318
243,UK19,Grapple Z,Grapple Z/Flagpole 1,,1958,SEP,2,17:24:00,LI-CH,1.67,-157.25,,2850,,A-AD,WR,1000,2,1000,,,,,UK,-357546960.0,195809021724
244,US159,Argus,Argus III,,1958,SEP,6,22:13,-SATL-,48.5,-9.7,,540000,,AX-R,WE,1,2,1.5,,, W25,LANL,US,-357184020.0,195809062213
245,UK20,Grapple Z,Grapple Z/Halliard 1,,1958,SEP,11,17:49:00,LI-CH,1.67,-157.25,,2650,,A-AD,WR,800,2,800,,,,,UK,-356767860.0,195809111749
246,US160,Hardtack II,Otero,,1958,SEP,12,20:00:00.2,NTS-YF,37.05,-116.0319, U3q,-150,1202,UG-S,SE,0.038,,0.038,,, XW-54?,LANL,US,-356673599.8,195809122000
247,US161,Hardtack II,Bernalillo,,1958,SEP,17,19:30:00.2,NTS-YF,37.0494,-116.033, U3n,-150,1201,UG-S,SE,0.015,,0.015,,,,LANL,US,-356243399.8,195809171930
248,US162,Hardtack II,Eddy,,1958,SEP,19,14:00:00.2,NTS-YF,37.0867,-116.0236,7,150,,A-B,WR,0.083,,0.083,,,,LANL,US,-356090399.8,195809191400
249,US163,Hardtack II,Luna,,1958,SEP,21,19:00:00.2,NTS-YF,37.0492,-116.0336, U3m,-150,1201,UG-S,SE0,0.0015,,0.0015,,, XW-54?,LANL,US,-355899599.8,195809211900
250,UK21,Grapple Z,Grapple Z/Burgee 2,,1958,SEP,23,18:00:00,LI-CH,1.67,-157.25,,450,,A-B,WR,25,,25,,,,,UK,-355730400.0,195809231800
251,US164,Hardtack II,Mercury,,1958,SEP,23,22:00:00.0,NTS-RM,37.1931,-116.2006, U12f.01,-55.78,2021,UG-T,SE,0,20,0.01,,, XW-47 pr?,LLNL,US,-355716000.0,195809232200
252,US165,Hardtack II,Valencia,,1958,SEP,26,20:00:00.2,NTS-YF,37.0497,-116.0297, U3r,-150,1201,UG-S,SE,0.002,,0.002,,, XW-42?,LANL,US,-355463999.8,195809262000
253,US166,Hardtack II,Mars,,1958,SEP,28,00:00:00.2,NTS-RM,37.1931,-116.2006, U12f.02,-42.67,2021,UG-T,SE,0.013,,0.013,,, XW-48,LLNL,US,-355363199.8,195809280000
254,US167,Hardtack II,Mora,,1958,SEP,29,14:05:00.1,NTS-YF,37.0867,-116.0236,7,460,,A-B,WR,2,,2,,,,LANL,US,-355226099.9,195809291405
255,USSR68,1958,63,,1958,SEP,30,07:50:00,NZ,73,55.0,,1500,,A,WR,1200,,1200,,,,,USSR,-355162200.0,195809300750
256,USSR69,1958,64,,1958,SEP,30,09:55:00,NZ,73,55.0,,2500,,A,WR,900,,900,,,,,USSR,-355154700.0,195809300955
257,USSR70,1958,65,,1958,OCT,2,08:00:00,NZ,73,55.0,,1400,,A,WR,290,,290,,,,,USSR,-354988800.0,195810020800
258,USSR71,1958,66,,1958,OCT,2,09:01:00,NZ,73,55.0,,,,A,FS,40,,40,,,,,USSR,-354985140.0,195810020901
259,USSR72,1958,67,,1958,OCT,4,00:00:00,NZ,73,55.0,,800,,A,WR,9,,9,,,,,USSR,-354844800.0,195810040000
260,USSR73,1958,68,,1958,OCT,5,06:00:00,NZ,73,55.0,,1200,,A,WR,15,,15,,,,,USSR,-354736800.0,195810050600
261,US168,Hardtack II,Hidalgo,,1958,OCT,5,14:10:00.1,NTS-YF,37.0867,-116.0236,7,110,,A-B,SE,0.077,,0.077,,,,LANL,US,-354707399.9,195810051410
262,US169,Hardtack II,Colfax,,1958,OCT,5,16:15:00.2,NTS-YF,37.0489,-116.0342, U3k,-150,1201,UG-S,SE0,0.0055,,0.0055,,,,LANL,US,-354699899.8,195810051615
263,USSR74,1958,69,,1958,OCT,6,00:00:00,NZ,73,55.0,,1200,,A,WR,5.5,,5.5,,,,,USSR,-354672000.0,195810060000
264,US170,Hardtack II,Tamalpais,,1958,OCT,8,22:00:00.13,NTS-RM,37.1953,-116.2003, U12b.02,-124.05,2000,UG-T,WR,0.072,,0.072,,, XW-48,LLNL,US,-354419999.87,195810082200
265,USSR75,1958,70,,1958,OCT,10,07:51:00,NZ,73,55.0,,,,A,WR,68,,68,,,,,USSR,-354298140.0,195810100751
266,US171,Hardtack II,Quay,,1958,OCT,10,14:30:00.1,NTS-YF,37.0947,-116.0236,7,30,,AS-T,WR,0.079,,0.079,,, XW-50 pr?,LANL,US,-354274199.9,195810101430
267,USSR76,1958,71,,1958,OCT,12,07:53:34,NZ-MB,74.93,53.32,,,,A,WR,1450,,1450,,,,Ch-70,USSR,-354125186.0,195810120753
268,US172,Hardtack II,Lea,,1958,OCT,13,13:20:00.1,NTS-YF,37.0867,-116.0236,7,460,,A-B,WR,1.4,,1.4,,, XW-54?,LANL,US,-354019199.9,195810131320
269,US173,Hardtack II,Neptune,,1958,OCT,14,18:00:00.2,NTS-RM,37.1939,-116.1997, U12c.03,-30.02,2045,UG-T,SE,0.115,,0.115,,,,LLNL,US,-353915999.8,195810141800
270,USSR77,1958,72,,1958,OCT,15,07:51:14,NZ-MB,74,51.8,,2150,,A,WR,1500,,1500,,,,,USSR,-353866126.0,195810150751
271,US174,Hardtack II,Hamilton,,1958,OCT,15,16:00:00.2,NTS-FF,36.8022,-115.9322,5,20,,AS-T,WR0,0.0012,,0.0012,,, XW-51?,LLNL,US,-353836799.8,195810151600
272,US175,Hardtack II,Logan,,1958,OCT,16,06:00:00.14,NTS-RM,37.1842,-116.2011, A12e.02,-283.58,,UG-T,WR,5,,5,,,,LLNL,US,-353786399.86,195810160600
273,US176,Hardtack II,Dona Ana,,1958,OCT,16,14:20:00.1,NTS-YF,37.0867,-116.0236,7,150,,A-B,WR,0.037,,0.037,,,,LANL,US,-353756399.9,195810161420
274,US177,Hardtack II,Vesta,,1958,OCT,17,23:00:00.2,NTS-YF,37.1225,-116.0347, S9e,0,,AS,SE,0.024,,0.024,,, XW-47 pr,LLNL,US,-353638799.8,195810172300
275,USSR78,1958,73,,1958,OCT,18,09:51:06,NZ-MB,73.97,52.47,,,,A,WR,2900,,2900,,,,,USSR,-353599734.0,195810180951
276,US178,Hardtack II,Rio Arriba,,1958,OCT,18,14:25:00.1,NTS-YF,37.0411,-116.0258,3,20,,AS-T,WR,0.09,,0.09,,, Mk-7,LANL,US,-353583299.9,195810181425
277,USSR80,1958,75,,1958,OCT,19,00:00:00,NZ,73,55.0,,900,,A,WR,0,0.001,0.001,,,,,USSR,-353548800.0,195810190000
278,USSR79,1958,74,,1958,OCT,19,07:27:00,NZ,73,55.0,,,,A,FS,40,,40,,,,,USSR,-353521980.0,195810190727
279,USSR81,1958,76,,1958,OCT,20,08:20:00,NZ,73,55.0,,,,A,WR,440,,440,,,,,USSR,-353432400.0,195810200820
280,US179,Hardtack II,San Juan,,1958,OCT,20,14:30:00.2,NTS-YF,37.0447,-116.0297, U3p,20,1201,UG-S,SE,0,,0,,, XW-42?,LANL,US,-353410199.8,195810201430
281,USSR82,1958,77,,1958,OCT,21,00:00:00,NZ,73,55.0,,270,,A,WR,2,,2,,,,,USSR,-353376000.0,195810210000
282,USSR83,1958,78,,1958,OCT,22,08:21:04,NZ-MB,73.53,53.1,,2070,,A,WR,2800,,2800,,,,,USSR,-353259536.0,195810220821
283,US180,Hardtack II,Socorro,,1958,OCT,22,13:30:00.2,NTS-YF,37.0867,-116.0236,7,460,,A-B,WR,6,,6,,, XW-54?,LANL,US,-353240999.8,195810221330
284,US181,Hardtack II,Wrangell,,1958,OCT,22,16:50:00.1,NTS-FF,36.7981,-115.9289,5,460,,A-B,WR,0.115,,0.115,,, XW-47?,LLNL,US,-353228999.9,195810221650
285,US182,Hardtack II,Oberon,,1958,OCT,22,20:30,NTS-YF,37.2,-116.1,8,8,,AS-T,SE,0,,0,,, XW-47 pr?,LANL,US,-353215800.0,195810222030
286,US183,Hardtack II,Rushmore,,1958,OCT,22,23:40:00.1,NTS-YF,37.1347,-116.0408,9,150,,A-B,WR,0.188,,0.188,,, XW-47 pr?,LLNL,US,-353204399.9,195810222340
287,USSR84,1958,79,,1958,OCT,24,08:03:06,NZ-MB,73.68,54.97,,1525,,A,WR,1000,,1000,,,,KB-11?,USSR,-353087814.0,195810240803
288,US184,Hardtack II,Catron,,1958,OCT,24,15:00:00.2,NTS-YF,37.0431,-116.0269,3,20,,AS-T,SE,0.021,,0.021,,,,LANL,US,-353062799.8,195810241500
289,US185,Hardtack II,Juno,,1958,OCT,24,16:01:00.2,NTS-YF,37.1233,-116.0378, S9f,0,,AS,SE0,0.0017,,0.0017,,,,LLNL,US,-353059139.8,195810241601
290,USSR86,1958,81,,1958,OCT,25,00:00:00,NZ,73,55.0,,300,,A,FS,0,0.1,0.05,,,,,USSR,-353030400.0,195810250000
291,USSR85,1958,80,,1958,OCT,25,08:20:00,NZ,73,55.0,,1500,,A,WR,190,,190,,,,,USSR,-353000400.0,195810250820
292,US186,Hardtack II,Ceres,,1958,OCT,26,04:00:00.2,NTS-YF,37.1814,-116.0686,8,10,,AS-T,SE0,0.0007,,0.0007,,, XW-48 AFAP,LLNL,US,-352929599.8,195810260400
293,US187,Hardtack II,Sanford,,1958,OCT,26,10:20:00.1,NTS-FF,36.7981,-115.9289,5,460,,A-B,WR,4.9,,4.9,,, XW-47 pr?,LLNL,US,-352906799.9,195810261020
294,US188,Hardtack II,De Baca,,1958,OCT,26,16:00:00.1,NTS-YF,37.0867,-116.0236,7,460,,A-B,WR,2.2,,2.2,,,,LANL,US,-352886399.9,195810261600
295,US189,Hardtack II,Chavez,,1958,OCT,27,14:30,NTS-YF,37.05,-116.0,3,16,,AS-T,SE0,0.0006,,0.0006,,,,LANL,US,-352805400.0,195810271430
296,US190,Hardtack II,Evans,,1958,OCT,29,00:00:00.15,NTS-RM,37.1947,-116.2047, U12b.04,-256.03,2000,UG-T,WR,0.055,,0.055,,, XW-47 pr?,LLNL,US,-352684799.85,195810290000
297,US191,Hardtack II,Mazama,,1958,OCT,29,11:20,NTS-YF,37.1,-116.05,9,15,,AS-T,WR,0,,0,,,,LLNL,US,-352644000.0,195810291120
298,US192,Hardtack II,Humboldt,,1958,OCT,29,14:45:00.1,NTS-YF,37.0478,-116.0247,3,10,,AS-T,WR0,0.0078,,0.0078,,, XW-51?,LLNL,US,-352631699.9,195810291445
299,US193,Hardtack II,Santa Fe,,1958,OCT,30,03:00:00.1,NTS-YF,37.0867,-116.0236,7,460,,A-B,WR,1.3,,1.3,,,,LANL,US,-352587599.9,195810300300
300,US194,Hardtack II,Ganymede,,1958,OCT,30,11:00,NTS-YF,37.1,-116.05, S9g,0,,AS,SE,0,,0,,, W45,LLNL,US,-352558800.0,195810301100
301,US195,Hardtack II,Blanca,,1958,OCT,30,15:00:00.15,NTS-RM,37.1858,-116.2019, U12e.05,-254.51,2145,UG-T,WR,22,,22,,, W47 pr,LLNL,US,-352544399.85,195810301500
302,US196,Hardtack II,Titania,,1958,OCT,30,20:34:00.2,NTS-YF,37.1772,-116.0692,8,10,,AS-T,SE0,0.0002,,0.0002,,, W47 pr,LLNL,US,-352524359.8,195810302034
303,USSR87,1958,82,,1958,NOV,1,00:00:00,MTR,49,46.0,,12000,,A-R,WE,10,,10,,,,,USSR,-352425600.0,195811010000
304,USSR88,1958,83,,1958,NOV,3,00:00:00,MTR,49,46.0,,12000,,A-R,WE,10,,10,,,,,USSR,-352252800.0,195811030000
305,RF1,Gerboise,Gerboise Bleue,,1960,FEB,13,07:04:00,AL-R,26.3117,-0.0572,,105,,AS-T, WE,60,70,65,, IP,,,RF,-311878560.0,196002130704
306,RF2,Gerboise,Gerboise Blanche,,1960,APR,1,06:17:00,AL-R,26.1661,-0.1025,,0,,AS, WR,0,20,10,, IP,,,RF,-307734180.0,196004010617
307,RF3,Gerboise,Gerboise Rouge,,1960,DEC,27,07:30:00,AL-R,26.3536,-0.1236,,50,,AS-T, WE,0,10,3,, IP,,,RF,-284401800.0,196012270730
